特征,平均相关性绝对值,最高相关性绝对值,平均收益比例相关性,平均方向标签相关性
中证1000强于沪深300_5日_近10日均值,0.023423181188672364,0.04186252234700017,0.01778162658699895,-0.009629749738227777
行业涨跌分化度_近10日标准差,0.023421405914209412,0.039675784420062095,-0.016654104300021972,-0.016827428570573042
当日涨跌幅25分位,0.023136082399124375,0.04137160022737488,-0.000409496380644899,0.02297412063958809
当日平均涨跌幅_近5日位置,0.021662034433490834,0.03544734646016359,-0.019892412142120095,-0.010650926744047814
当日平均涨跌幅_近3日标准差,0.020538910556814734,0.03490106339857822,0.007837061440109502,0.003439105118170839
行业涨跌分化度_近3日斜率,0.019345506734976852,0.04284336744613754,0.019098566265419756,0.0058821289336154605
当日上涨比例_近20日位置,0.017555452182453687,0.02848820946532743,-0.0068102123281104775,0.016748138977387514
下跌行业比例_近3日斜率,0.01627668940042356,0.02147137402239998,-0.008070123159085311,-0.013011829753145594
上涨行业比例_近3日斜率,0.015725348389967888,0.02056188056944888,0.008046945028493244,0.012157856429177705
当日上涨比例_近10日位置,0.015254208251071042,0.021157686995077446,-0.01209435399845103,0.0042562832099875
中证1000强于沪深300_5日_近3日均值,0.014602415037589805,0.04357665303063629,-0.010381133295417875,-0.007799385169596099
amount_ratio_5_均值,0.013888176014964625,0.022469242490140345,0.010269585798807155,0.009802132592012045
当日涨跌幅标准差_近3日均值,0.013171210900459088,0.030295742348437342,0.004426379922096531,-0.004207313104461537
当日大跌比例_3pct_近3日均值,0.011410758954694617,0.03405263812006088,-0.0018532667601054904,-0.004118543620685649
当日涨跌幅标准差_近5日均值,0.010769941941917521,0.019909924985133717,0.0008177148727580029,-0.005698340591499291
行业涨跌分化度_近10日均值,0.010187777269550032,0.020184356407201884,-0.005282489384820694,0.003815066251436113
